haplotype,p0,p1,p5,p50,p95,p99,p100
HLA-DRB111:03,15.79,158.8085,640.342,8983.86,29308.158999999992,35605.5454,41574.2
HLA-DRB111:04,169.91,1580.6094999999998,4175.8805,17045.48,30884.501,34804.55040000001,39306.82
HLA-DRB112:01,34.09,330.00350000000003,949.5600000000001,7847.299999999999,24843.922,30996.826500000003,37944.02
HLA-DRB112:02,53.51,573.6795000000001,1742.9895000000001,10681.215,27237.332000000017,33091.8421,40384.13
HLA-DRB113:01,5.23,43.84720000000001,267.89150000000006,9147.48,36187.26849999999,42496.010500000004,48171.1
HLA-DRB113:02,33.52,439.2239,1314.7505,8560.34,23326.621000000003,29119.129000000004,39883.73
HLA-DRB113:03,33.09,300.1082,1106.9985000000001,11260.35,32543.78249999999,38368.623900000006,42237.88
HLA-DRB113:04,31.52,331.1228,1215.9155,11650.65,31622.518,37758.71130000001,42556.5
HLA-DRB114:01,12.08,97.09779999999999,342.6875,4299.415,17248.470999999998,22299.3269,31658.64
HLA-DRB114:02,79.97,1374.5483000000002,3555.409,16432.85,31277.20899999999,35843.612700000005,42280.47
HLA-DRB115:01,7.79,241.88630000000003,984.274,10379.125,28224.694999999996,34185.987700000005,42448.17
HLA-DRB115:02,100.64,1145.3139000000003,2813.443,12498.32,25989.300499999994,30289.154100000003,35608.86
HLA-DRB115:03,67.4,2157.5044000000003,5788.7925000000005,21869.989999999998,36061.9285,39450.4363,44629.35
HLA-DRB116:01,45.16,880.0991000000001,2730.5724999999998,16278.525,32986.620500000005,37538.05529999999,42818.84
HLA-DRB116:02,29.65,304.21420000000006,848.904,5543.59,16991.678000000007,22059.074,29598.29
HLA-DRB301:01,29.64,411.5093,1462.3020000000001,10119.395,23949.083499999993,29341.670000000013,38026.5
HLA-DRB302:02,98.03,3806.5385,8183.1705,24162.58,37290.589,40486.2324,44775.54
HLA-DRB303:01,4.15,76.56450000000001,418.75000000000006,8532.560000000001,28231.118499999993,34596.8983,41843.56
HLA-DRB401:01,77.11,1224.2242999999999,3322.0705000000003,17501.98,32501.711,36351.2636,40314.92
HLA-DRB401:03,25.4,299.90020000000004,852.2170000000001,6480.855,19789.40500000001,25574.369700000003,34226.79
HLA-DRB501:01,55.48,1000.9286000000001,2751.5840000000003,16568.945,32141.806500000002,36553.4011,42448.38
HLA-DRB501:02,32.22,487.5405,1318.3574999999998,7936.12,21103.763000000028,26520.322900000006,33848.96
HLA-RT11:01,9.43,72.84899999999999,287.9325,3767.495,16512.827499999992,23191.756400000006,38719.34
Mamu-DRB01,70.77,208.43699999999998,406.31550000000004,1883.4450000000002,6634.320499999998,9365.7919,13700.75
Mamu-DRB104:06,196.59,895.2841,1573.6155,5392.360000000001,11947.077000000001,14414.657700000002,18007.32
